title,company,location,apply_link
Data Scientist,Procter & Gamble,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/data-scientist-at-procter-gamble-4303485542?position=24&pageNum=0&refId=dCoNz2TMdzHiW5eu6mNPdA%3D%3D&trackingId=KcqJojePlFLuHB0QTqQWlQ%3D%3D
"Data Scientist, Product Analytics",Meta,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-scientist-product-analytics-at-meta-4309953560?position=25&pageNum=0&refId=dCoNz2TMdzHiW5eu6mNPdA%3D%3D&trackingId=UQ3L6SCiMqkxY5SEdnzJxw%3D%3D
Machine Learning Engineer,EXL,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/machine-learning-engineer-at-exl-4313017626?position=26&pageNum=0&refId=dCoNz2TMdzHiW5eu6mNPdA%3D%3D&trackingId=cXuba%2FgdM5Q9Ql2pdB0OnA%3D%3D
Data Scientist,Deloitte,"Maharashtra, India",https://in.linkedin.com/jobs/view/data-scientist-at-deloitte-4313039279?position=27&pageNum=0&refId=dCoNz2TMdzHiW5eu6mNPdA%3D%3D&trackingId=xZKEc0DZJNta8ahl1VeiWA%3D%3D
Python ML developer,Infosys,"Bengaluru East, Karnataka, India",https://in.linkedin.com/jobs/view/python-ml-developer-at-infosys-4316445035?position=28&pageNum=0&refId=dCoNz2TMdzHiW5eu6mNPdA%3D%3D&trackingId=dRrsNgpUB6nfxt6MGPABEw%3D%3D
Machine Learning Engineer || Bangalore/Hyderabad/Chennai/Noida,HCLTech,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/machine-learning-engineer-bangalore-hyderabad-chennai-noida-at-hcltech-4313329247?position=29&pageNum=0&refId=dCoNz2TMdzHiW5eu6mNPdA%3D%3D&trackingId=Mar2oOFGCyykZt6F8CGQ4A%3D%3D
Data Scientist,Syngenta,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/data-scientist-at-syngenta-4316056688?position=30&pageNum=0&refId=dCoNz2TMdzHiW5eu6mNPdA%3D%3D&trackingId=Luqg4HnFeGXNZfY0Gka9sQ%3D%3D
AI/DNA-Data Scientists,Infosys,"Bengaluru East, Karnataka, India",https://in.linkedin.com/jobs/view/ai-dna-data-scientists-at-infosys-4316174143?position=31&pageNum=0&refId=dCoNz2TMdzHiW5eu6mNPdA%3D%3D&trackingId=%2F50yOztC6owtSlJRdfijpw%3D%3D
Data Scientist,Coforge,"Noida, Uttar Pradesh, India",https://in.linkedin.com/jobs/view/data-scientist-at-coforge-4310713079?position=32&pageNum=0&refId=dCoNz2TMdzHiW5eu6mNPdA%3D%3D&trackingId=FSL6A1f8ooqfW%2FExYh09nA%3D%3D
Associate Data Scientist,Infosys,"Bengaluru East, Karnataka, India",https://in.linkedin.com/jobs/view/associate-data-scientist-at-infosys-4315284407?position=33&pageNum=0&refId=dCoNz2TMdzHiW5eu6mNPdA%3D%3D&trackingId=jcQudq67gWtMEG%2B5MT%2BJRQ%3D%3D
Data Scientist,Quess Corp Limited,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-scientist-at-quess-corp-limited-4313111849?position=34&pageNum=0&refId=dCoNz2TMdzHiW5eu6mNPdA%3D%3D&trackingId=tDUCua7YXC%2BCx6u%2BX1ZKig%3D%3D
Data Science Manager,NielsenIQ,Pune/Pimpri-Chinchwad Area,https://in.linkedin.com/jobs/view/data-science-manager-at-nielseniq-4314288611?position=35&pageNum=0&refId=dCoNz2TMdzHiW5eu6mNPdA%3D%3D&trackingId=xZD4FCKnKzExANO8q0h%2FWg%3D%3D
Data Scientist,Tata Consultancy Services,"Bangalore Urban, Karnataka, India",https://in.linkedin.com/jobs/view/data-scientist-at-tata-consultancy-services-4315594388?position=36&pageNum=0&refId=dCoNz2TMdzHiW5eu6mNPdA%3D%3D&trackingId=cjplGHGVgZKRift4l1IWZQ%3D%3D
Data Scientist,Rakuten Symphony,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-scientist-at-rakuten-symphony-4314497656?position=37&pageNum=0&refId=dCoNz2TMdzHiW5eu6mNPdA%3D%3D&trackingId=%2FPD%2BzrVfaXeeD25AFQkD%2FA%3D%3D
Data Scientist,Ericsson,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-scientist-at-ericsson-4314720570?position=38&pageNum=0&refId=dCoNz2TMdzHiW5eu6mNPdA%3D%3D&trackingId=%2FRDa8CMihrooi1Y0%2Ba8mVg%3D%3D
"Data Scientist, Research, App Safety Engineering",Google,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-scientist-research-app-safety-engineering-at-google-4303809377?position=39&pageNum=0&refId=dCoNz2TMdzHiW5eu6mNPdA%3D%3D&trackingId=4zkHZ9Q5Q0AQ%2Feuyfkl%2Bjg%3D%3D
AI/ML Engineer,IIT Kanpur,"Kanpur, Uttar Pradesh, India",https://in.linkedin.com/jobs/view/ai-ml-engineer-at-iit-kanpur-4315552666?position=40&pageNum=0&refId=dCoNz2TMdzHiW5eu6mNPdA%3D%3D&trackingId=sJ4Sb1xZf1idGw%2B9RuiOMQ%3D%3D
Python ML developers,Infosys,"Bengaluru East, Karnataka, India",https://in.linkedin.com/jobs/view/python-ml-developers-at-infosys-4316456302?position=41&pageNum=0&refId=dCoNz2TMdzHiW5eu6mNPdA%3D%3D&trackingId=0Z%2BHcv1sNz7mo387Y1HoZw%3D%3D
Python Developer,Capgemini,"Sion, Maharashtra, India",https://in.linkedin.com/jobs/view/python-developer-at-capgemini-4314149653?position=42&pageNum=0&refId=dCoNz2TMdzHiW5eu6mNPdA%3D%3D&trackingId=%2ByVdllFAYpmty4%2FGk2b3wA%3D%3D
Data Scientist,PepsiCo,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/data-scientist-at-pepsico-4312407902?position=43&pageNum=0&refId=dCoNz2TMdzHiW5eu6mNPdA%3D%3D&trackingId=MnPDF3z%2F%2FnSyshwTf2BpYQ%3D%3D
Assistant Manager-Data Science-Data Scientist,EXL,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/assistant-manager-data-science-data-scientist-at-exl-4315669185?position=44&pageNum=0&refId=dCoNz2TMdzHiW5eu6mNPdA%3D%3D&trackingId=qLmrNrQ5MeSwH%2FCbyO1P1g%3D%3D
Data Scientist (Remote),Taskify,India,https://in.linkedin.com/jobs/view/data-scientist-remote-at-taskify-4309956302?position=45&pageNum=0&refId=dCoNz2TMdzHiW5eu6mNPdA%3D%3D&trackingId=z1hO0%2FChBgAxEEuVOBMlvw%3D%3D
Senior Staff Data Scientist,LinkedIn,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/senior-staff-data-scientist-at-linkedin-4305549508?position=46&pageNum=0&refId=dCoNz2TMdzHiW5eu6mNPdA%3D%3D&trackingId=GOo3TfZ0XgU2mF6odfHd9w%3D%3D
Python Developer,Infosys,"Bengaluru East, Karnataka, India",https://in.linkedin.com/jobs/view/python-developer-at-infosys-4315760151?position=47&pageNum=0&refId=dCoNz2TMdzHiW5eu6mNPdA%3D%3D&trackingId=3%2Fy1b13GQ2Xfz6prP9w2gw%3D%3D
Machine Learning Engineer,Recro,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/machine-learning-engineer-at-recro-4312657304?position=48&pageNum=0&refId=dCoNz2TMdzHiW5eu6mNPdA%3D%3D&trackingId=cpD823XG8MVjNXQJLBduYg%3D%3D
ML Engineer,Weekday AI (YC W21),"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/ml-engineer-at-weekday-ai-yc-w21-4314136748?position=49&pageNum=0&refId=dCoNz2TMdzHiW5eu6mNPdA%3D%3D&trackingId=tKsvoY9ZlB3%2BmaCE8QThtw%3D%3D
Data Scientist,Ericsson,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-scientist-at-ericsson-4312669541?position=50&pageNum=0&refId=dCoNz2TMdzHiW5eu6mNPdA%3D%3D&trackingId=E%2FXv2nmMb5PuE95Zlyv3bA%3D%3D
Data Scientist,Celebal Technologies,"Jaipur, Rajasthan, India",https://in.linkedin.com/jobs/view/data-scientist-at-celebal-technologies-4311862152?position=51&pageNum=0&refId=dCoNz2TMdzHiW5eu6mNPdA%3D%3D&trackingId=A%2F%2BAUCUnUTAyLj9684tIYA%3D%3D
AIML Engineer,Persistent Systems,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/aiml-engineer-at-persistent-systems-4313313607?position=52&pageNum=0&refId=dCoNz2TMdzHiW5eu6mNPdA%3D%3D&trackingId=JOyPRmLoyFPZKdnehkAJ0Q%3D%3D
Data Scientist,Tiger Analytics,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-scientist-at-tiger-analytics-4313586626?position=53&pageNum=0&refId=dCoNz2TMdzHiW5eu6mNPdA%3D%3D&trackingId=FgBF9D4yXLC5hVgTrz7k8g%3D%3D
Data Scientist,Valiance Solutions,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-scientist-at-valiance-solutions-4282629567?position=54&pageNum=0&refId=dCoNz2TMdzHiW5eu6mNPdA%3D%3D&trackingId=Du8LOoTcDfVAfsZXJFyoiQ%3D%3D
Research Scientist,NielsenIQ,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/research-scientist-at-nielseniq-4313590494?position=55&pageNum=0&refId=dCoNz2TMdzHiW5eu6mNPdA%3D%3D&trackingId=ltQmDMtSbB%2FVy2aVOnRTgQ%3D%3D
Data Scientist,Recro,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-scientist-at-recro-4315559341?position=56&pageNum=0&refId=dCoNz2TMdzHiW5eu6mNPdA%3D%3D&trackingId=Zoc2zHEkk5SpXu1SD96v7w%3D%3D
Machine Learning Engineer,Blue Polaris,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/machine-learning-engineer-at-blue-polaris-4310711259?position=57&pageNum=0&refId=dCoNz2TMdzHiW5eu6mNPdA%3D%3D&trackingId=R5VdGqexCfvvUiEZboH5kg%3D%3D
Data Scientist,Citi,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-scientist-at-citi-4314037805?position=58&pageNum=0&refId=dCoNz2TMdzHiW5eu6mNPdA%3D%3D&trackingId=edew6uGTDlh%2F45cshviauw%3D%3D
Data Scientist,Tezo,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/data-scientist-at-tezo-4313688490?position=59&pageNum=0&refId=dCoNz2TMdzHiW5eu6mNPdA%3D%3D&trackingId=wFLXbJxMtfDlK679AriyPA%3D%3D
AI / ML Engineer,Chargebee,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/ai-ml-engineer-at-chargebee-4314287202?position=60&pageNum=0&refId=dCoNz2TMdzHiW5eu6mNPdA%3D%3D&trackingId=KVLvdeXFuMmQ5sENSxppDA%3D%3D
Data Scientist,Deloitte,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/data-scientist-at-deloitte-4312254528?position=1&pageNum=0&refId=g3i17ZryZ0A0DM620YIJQg%3D%3D&trackingId=1cFJACMrX6abaaieCfbCTg%3D%3D
Research Executive - Data Scientist,Unilever,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/research-executive-data-scientist-at-unilever-4315071495?position=2&pageNum=0&refId=g3i17ZryZ0A0DM620YIJQg%3D%3D&trackingId=aD3fQmXkWGGc%2BP2wi9lJ1A%3D%3D
ML Scientist II - Search,Nykaa,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/ml-scientist-ii-search-at-nykaa-4314228576?position=3&pageNum=0&refId=g3i17ZryZ0A0DM620YIJQg%3D%3D&trackingId=LqON3xkxQR49dx5C3%2BhLEg%3D%3D
AI Scientist - I,Navi,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/ai-scientist-i-at-navi-4315568150?position=4&pageNum=0&refId=g3i17ZryZ0A0DM620YIJQg%3D%3D&trackingId=TDyiT1pSngOsOZNXFxuCxA%3D%3D
Data Scientist,Deloitte,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/data-scientist-at-deloitte-4311424283?position=5&pageNum=0&refId=g3i17ZryZ0A0DM620YIJQg%3D%3D&trackingId=iPUn5IO3VzqGvONteF4fzA%3D%3D
"Software Engineer, Machine Learning",LinkedIn,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/software-engineer-machine-learning-at-linkedin-4304003122?position=6&pageNum=0&refId=g3i17ZryZ0A0DM620YIJQg%3D%3D&trackingId=htTWN58i55Rt%2BQBxi2uBDw%3D%3D
Data Scientist,AB InBev GCC India,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-scientist-at-ab-inbev-gcc-india-4314768291?position=7&pageNum=0&refId=g3i17ZryZ0A0DM620YIJQg%3D%3D&trackingId=0NDnG4YFGPc7t1cnoRVo9w%3D%3D
Data Scientist,Forbes Advisor,Mumbai Metropolitan Region,https://in.linkedin.com/jobs/view/data-scientist-at-forbes-advisor-4302705404?position=8&pageNum=0&refId=g3i17ZryZ0A0DM620YIJQg%3D%3D&trackingId=Bp%2BEmC6Ar7gc489x9pmOGA%3D%3D
Data Scientist,Fusemachines,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/data-scientist-at-fusemachines-4315332577?position=9&pageNum=0&refId=g3i17ZryZ0A0DM620YIJQg%3D%3D&trackingId=CUEmK4hV%2FrhWj0PxKC2MkQ%3D%3D
Data Scientist,Epsilon,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-scientist-at-epsilon-4311871194?position=10&pageNum=0&refId=g3i17ZryZ0A0DM620YIJQg%3D%3D&trackingId=Ijflz%2F0fm8Mwn54A2iSlKg%3D%3D
Data Scientist - noon food,noon,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/data-scientist-noon-food-at-noon-4314644591?position=11&pageNum=0&refId=g3i17ZryZ0A0DM620YIJQg%3D%3D&trackingId=c1hJYqSXHjyp3HjnXHKrcA%3D%3D
Python (AI/ML) Developer,Infosys,"Bengaluru East, Karnataka, India",https://in.linkedin.com/jobs/view/python-ai-ml-developer-at-infosys-4316404925?position=12&pageNum=0&refId=g3i17ZryZ0A0DM620YIJQg%3D%3D&trackingId=p%2FSv9OEhF9v03FJNkkl4jQ%3D%3D
Python Developer,Tata Elxsi,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/python-developer-at-tata-elxsi-4315220413?position=13&pageNum=0&refId=g3i17ZryZ0A0DM620YIJQg%3D%3D&trackingId=pqvJeM64k9fkIBPwjVkfTw%3D%3D
Data Scientist,Piramal Finance,"Bangalore Urban, Karnataka, India",https://in.linkedin.com/jobs/view/data-scientist-at-piramal-finance-4310288967?position=14&pageNum=0&refId=g3i17ZryZ0A0DM620YIJQg%3D%3D&trackingId=g7dpEuRme%2BQdTEWxxwq5Tw%3D%3D
Quantitative ML Engineer,Meril,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/quantitative-ml-engineer-at-meril-4315567332?position=15&pageNum=0&refId=g3i17ZryZ0A0DM620YIJQg%3D%3D&trackingId=44JDPKZb7oUf%2B3M3bqWo2g%3D%3D
Data Scientist/Analyst,Adobe,"Bengaluru East, Karnataka, India",https://in.linkedin.com/jobs/view/data-scientist-analyst-at-adobe-4303387312?position=16&pageNum=0&refId=g3i17ZryZ0A0DM620YIJQg%3D%3D&trackingId=Q7S8n%2FPiTsa33eo%2Fj8oH5Q%3D%3D
Machine Learning Engineer,Capgemini,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/machine-learning-engineer-at-capgemini-4309932785?position=17&pageNum=0&refId=g3i17ZryZ0A0DM620YIJQg%3D%3D&trackingId=l%2FrliyZxn1mBhznfd%2FOwLQ%3D%3D
Data Scientist,eBay,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-scientist-at-ebay-4313301103?position=18&pageNum=0&refId=g3i17ZryZ0A0DM620YIJQg%3D%3D&trackingId=wNnOUDKV6kr5PxCoDmDQZA%3D%3D
Staff Data Scientist,LinkedIn,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/staff-data-scientist-at-linkedin-4315356677?position=19&pageNum=0&refId=g3i17ZryZ0A0DM620YIJQg%3D%3D&trackingId=6eJmwntJrh2TlZwEztbERQ%3D%3D
AI Data Scientist,Persistent Systems,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/ai-data-scientist-at-persistent-systems-4310267741?position=20&pageNum=0&refId=g3i17ZryZ0A0DM620YIJQg%3D%3D&trackingId=0CbKI4DfBHRTHaoAhzxCbQ%3D%3D
AI Applied Scientist 2,Microsoft,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/ai-applied-scientist-2-at-microsoft-4315828939?position=21&pageNum=0&refId=g3i17ZryZ0A0DM620YIJQg%3D%3D&trackingId=2%2FyGVWklg2VjsZF%2BapnBeQ%3D%3D
Data Scientist,PhonePe,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-scientist-at-phonepe-4311853106?position=22&pageNum=0&refId=g3i17ZryZ0A0DM620YIJQg%3D%3D&trackingId=vwynvVZFgM%2F1sGjpM3S39Q%3D%3D
Data Science Specialist,DDN,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/data-science-specialist-at-ddn-4314245079?position=23&pageNum=0&refId=g3i17ZryZ0A0DM620YIJQg%3D%3D&trackingId=Yq46b9nnK27lslF7oVtU8g%3D%3D
Data Scientist,Procter & Gamble,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/data-scientist-at-procter-gamble-4303485542?position=24&pageNum=0&refId=g3i17ZryZ0A0DM620YIJQg%3D%3D&trackingId=CyrEbyZP%2BDF65FBPDSk3jw%3D%3D
"Data Scientist, Product Analytics",Meta,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-scientist-product-analytics-at-meta-4309953560?position=25&pageNum=0&refId=g3i17ZryZ0A0DM620YIJQg%3D%3D&trackingId=NCBWNUp9kmGG8sFMvN%2F3fA%3D%3D
Machine Learning Engineer,EXL,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/machine-learning-engineer-at-exl-4313017626?position=26&pageNum=0&refId=g3i17ZryZ0A0DM620YIJQg%3D%3D&trackingId=ij49IOL3Lu7lK7BLzKsQtQ%3D%3D
Data Scientist,Deloitte,"Maharashtra, India",https://in.linkedin.com/jobs/view/data-scientist-at-deloitte-4313039279?position=27&pageNum=0&refId=g3i17ZryZ0A0DM620YIJQg%3D%3D&trackingId=28GeAoegJ5N01Obl7%2BZTxQ%3D%3D
Python ML developer,Infosys,"Bengaluru East, Karnataka, India",https://in.linkedin.com/jobs/view/python-ml-developer-at-infosys-4316445035?position=28&pageNum=0&refId=g3i17ZryZ0A0DM620YIJQg%3D%3D&trackingId=QMUApO6SU89D36vE7%2BQ5Ug%3D%3D
Machine Learning Engineer || Bangalore/Hyderabad/Chennai/Noida,HCLTech,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/machine-learning-engineer-bangalore-hyderabad-chennai-noida-at-hcltech-4313329247?position=29&pageNum=0&refId=g3i17ZryZ0A0DM620YIJQg%3D%3D&trackingId=OsROuDq82lPMrUYBApkcEQ%3D%3D
Data Scientist,Syngenta,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/data-scientist-at-syngenta-4316056688?position=30&pageNum=0&refId=g3i17ZryZ0A0DM620YIJQg%3D%3D&trackingId=oX%2Bx%2FV6VWcMZf4%2BLnnkGGg%3D%3D
AI/DNA-Data Scientists,Infosys,"Bengaluru East, Karnataka, India",https://in.linkedin.com/jobs/view/ai-dna-data-scientists-at-infosys-4316174143?position=31&pageNum=0&refId=g3i17ZryZ0A0DM620YIJQg%3D%3D&trackingId=b6kAabwEYGUKpkPVaazQPw%3D%3D
Data Scientist,Coforge,"Noida, Uttar Pradesh, India",https://in.linkedin.com/jobs/view/data-scientist-at-coforge-4310713079?position=32&pageNum=0&refId=g3i17ZryZ0A0DM620YIJQg%3D%3D&trackingId=W6kL5Ihq92p%2FDDnINeftqQ%3D%3D
Associate Data Scientist,Infosys,"Bengaluru East, Karnataka, India",https://in.linkedin.com/jobs/view/associate-data-scientist-at-infosys-4315284407?position=33&pageNum=0&refId=g3i17ZryZ0A0DM620YIJQg%3D%3D&trackingId=2x1%2BxRY4%2FnImfVuH%2B75Ccw%3D%3D
Data Scientist,Quess Corp Limited,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-scientist-at-quess-corp-limited-4313111849?position=34&pageNum=0&refId=g3i17ZryZ0A0DM620YIJQg%3D%3D&trackingId=2FvkGMYOsVK5Kh2rW6q46g%3D%3D
Data Science Manager,NielsenIQ,Pune/Pimpri-Chinchwad Area,https://in.linkedin.com/jobs/view/data-science-manager-at-nielseniq-4314288611?position=35&pageNum=0&refId=g3i17ZryZ0A0DM620YIJQg%3D%3D&trackingId=pjMjbewCywPNfSTugilToQ%3D%3D
